game_id,size_of_game,num_discard_cards,hand_p1,hand_p2,target_epsilon,target_delta,v_inf,v_1_inf,sample_complexity,simulation_complexity
32084177,25,1,"['H2', 'S4', 'H7', 'S7', 'C8']","['D4', 'D8', 'H11', 'D12', 'D13']",0.01,0.05,0.963718820861678,14.564625850340136,242390,3758692
57507040,100,2,"['H3', 'H8', 'S8', 'C9', 'H13']","['C3', 'S4', 'H5', 'D9', 'S14']",0.01,0.05,0.8904320800301084,60.3142660197135,253069,17492691
18216842,25,1,"['C4', 'S7', 'C8', 'D8', 'C10']","['H2', 'D2', 'S6', 'C11', 'D13']",0.01,0.05,0.7732426303854876,16.22222222222222,196392,4158983
90613692,100,2,"['H2', 'S2', 'C6', 'D6', 'S13']","['D3', 'S5', 'S7', 'H9', 'S10']",0.01,0.05,0.9455013415241171,84.54630585131127,268047,24083507
45963615,25,1,"['H4', 'S6', 'S11', 'H12', 'S12']","['D2', 'H3', 'C5', 'H9', 'H10']",0.01,0.05,0.8163265306122449,8.16326530612245,206796,2212832
22549390,100,2,"['C3', 'S8', 'C9', 'C12', 'D12']","['S2', 'C4', 'S6', 'H12', 'S12']",0.01,0.05,0.9387997911835764,47.176205719249786,266224,13919300
19429971,25,1,"['S5', 'S10', 'C12', 'H14', 'S14']","['S4', 'H11', 'D12', 'S13', 'C13']",0.01,0.05,0.6167800453514739,8.195011337868479,158608,2220498
98950827,100,2,"['H2', 'C2', 'D8', 'S10', 'S12']","['C4', 'H5', 'C8', 'H11', 'H13']",0.01,0.05,0.9487064308174191,79.35612238153242,268918,22671841
22921121,25,1,"['C2', 'C8', 'H9', 'H10', 'S13']","['C3', 'C6', 'D6', 'H7', 'H11']",0.01,0.05,0.8163265306122449,18.349206349206344,206796,4672627
20246097,100,2,"['D4', 'S5', 'S6', 'D9', 'H14']","['H6', 'S11', 'D11', 'H13', 'D13']",0.01,0.05,0.8857701319671235,50.59676982036117,251801,14849651
32115795,25,1,"['S3', 'S4', 'C7', 'C9', 'C13']","['H2', 'S2', 'S8', 'H9', 'S14']",0.01,0.05,0.8163265306122449,17.9501133786848,206796,4576250
94805707,100,2,"['D3', 'H7', 'H11', 'D11', 'H12']","['H5', 'D7', 'D8', 'D9', 'S12']",0.01,0.05,0.9455013415241171,59.0941845705167,268047,17160843
82651553,25,1,"['S4', 'D7', 'S9', 'C12', 'S13']","['C5', 'H9', 'S10', 'H11', 'D13']",0.01,0.05,0.7732426303854876,15.496598639455783,196392,3983753
86129714,100,2,"['C2', 'C4', 'S10', 'D11', 'D13']","['D5', 'C6', 'H13', 'S13', 'D14']",0.01,0.05,0.9163641661304617,59.44974444269081,260122,17257551
93049472,25,1,"['C3', 'H5', 'D8', 'D10', 'D11']","['H8', 'C8', 'H11', 'C11', 'H14']",0.01,0.05,0.26530612244897966,2.1224489795918373,73731,754040
26982776,100,2,"['C2', 'D5', 'S9', 'D9', 'S14']","['D3', 'D4', 'H7', 'H9', 'C9']",0.01,0.05,0.9421991283128361,50.32504947249572,267149,14775747
58116074,25,1,"['H5', 'H10', 'D11', 'C12', 'H13']","['S3', 'D5', 'H7', 'H12', 'D12']",0.01,0.05,0.7732426303854876,9.99092970521542,196392,2654193
26666352,100,2,"['D3', 'H5', 'S6', 'C7', 'S10']","['C2', 'D5', 'H7', 'D8', 'C9']",0.01,0.05,0.9122849615753499,74.51833146504684,259012,21356021
53530847,25,1,"['S5', 'C8', 'D9', 'D11', 'H14']","['H3', 'C7', 'S8', 'C9', 'S11']",0.01,0.05,0.6734693877551021,12.739229024943315,172298,3317878
17433760,100,2,"['H2', 'S6', 'C9', 'C10', 'C14']","['H4', 'D4', 'D7', 'D9', 'S10']",0.01,0.05,0.8949969041751145,66.98122405813406,254310,19306021
35327083,25,1,"['H3', 'S4', 'H6', 'S7', 'C8']","['C7', 'D11', 'H13', 'C13', 'S14']",0.01,0.05,0.854875283446712,9.814058956916098,216105,2611481
76991516,100,2,"['C5', 'C9', 'S11', 'C11', 'D11']","['C4', 'H5', 'D8', 'H12', 'S13']",0.01,0.05,0.8103048476975562,51.92548437181733,231275,15211045
27212120,25,1,"['C4', 'S6', 'H7', 'H9', 'H12']","['S2', 'D2', 'S3', 'H10', 'S10']",0.01,0.05,0.8163265306122449,10.285714285714285,206796,2725381
98952641,100,2,"['H2', 'C2', 'S5', 'S6', 'D7']","['C3', 'C6', 'C11', 'S12', 'H14']",0.01,0.05,0.9255046059669159,78.09487118265908,262608,22328796
11214874,25,1,"['C2', 'H4', 'C4', 'D9', 'C10']","['H3', 'S3', 'S7', 'S12', 'D14']",0.01,0.05,0.7732426303854876,16.38548752834467,196392,4198410
99967604,100,2,"['S2', 'D5', 'D6', 'C8', 'S10']","['D2', 'S5', 'S7', 'D13', 'S14']",0.01,0.05,0.9317097451711202,72.8654820246559,264296,20906467
61819960,25,1,"['C3', 'H7', 'S9', 'C10', 'S11']","['S4', 'C7', 'D8', 'D9', 'D12']",0.01,0.05,0.7732426303854876,15.385487528344674,196392,3956921
91149859,100,2,"['D4', 'C5', 'C9', 'H11', 'D13']","['S2', 'H5', 'D10', 'S12', 'D14']",0.01,0.05,0.9280190362879238,80.94369915326821,263292,23103642
60026530,25,1,"['H6', 'S6', 'D6', 'H8', 'D13']","['S5', 'H7', 'C9', 'S10', 'D14']",0.01,0.05,0.8163265306122449,10.530612244897958,206796,2784521
41790788,100,2,"['S3', 'S4', 'S9', 'S11', 'D12']","['H2', 'S2', 'D6', 'S7', 'H12']",0.01,0.05,0.9421991283128361,81.31512259871226,267149,23204665
40581307,25,1,"['H2', 'C7', 'H9', 'S10', 'S13']","['S3', 'D7', 'H8', 'D8', 'D11']",0.01,0.05,0.7256235827664399,14.947845804988665,184892,3851235
92972113,100,2,"['H3', 'D3', 'C7', 'H14', 'C14']","['C2', 'H5', 'D6', 'D8', 'C13']",0.01,0.05,0.9353033301363377,65.55648632643617,265273,18918510
24132465,25,1,"['S4', 'H5', 'D5', 'D8', 'D9']","['C2', 'C7', 'C9', 'H14', 'D14']",0.01,0.05,0.6167800453514739,9.895691609977327,158608,2631194
54935702,100,2,"['C2', 'H5', 'D7', 'D9', 'H13']","['D3', 'D6', 'H7', 'S10', 'S12']",0.01,0.05,0.9163641661304617,81.98717694494012,260122,23387455
81832602,25,1,"['H2', 'C4', 'C5', 'D7', 'D13']","['C3', 'D5', 'H11', 'D11', 'S12']",0.01,0.05,0.7256235827664399,9.682539682539684,184892,2579721
79793570,100,2,"['H3', 'C3', 'S4', 'H5', 'D10']","['C4', 'D5', 'S8', 'H12', 'S13']",0.01,0.05,0.9038351807111898,70.17538691066356,256714,20174794
17400258,25,1,"['H3', 'H4', 'C7', 'D10', 'D13']","['H2', 'S7', 'C8', 'D8', 'D11']",0.01,0.05,0.7256235827664399,12.498866213151928,184892,3259833
49236106,100,2,"['S2', 'D4', 'H5', 'S5', 'H11']","['H4', 'H7', 'C11', 'C12', 'H13']",0.01,0.05,0.9081086331022593,66.38796418825308,257876,19144662
87082351,25,1,"['S3', 'C4', 'S5', 'H8', 'H9']","['S2', 'D4', 'H5', 'D9', 'D14']",0.01,0.05,0.6167800453514739,10.689342403628121,158608,2822853
60656686,100,2,"['S6', 'H7', 'D8', 'D11', 'S14']","['H2', 'C3', 'D3', 'H10', 'D14']",0.01,0.05,0.972415458350701,81.5800226892264,275367,23276714
46320887,25,1,"['S4', 'C5', 'H7', 'D7', 'C9']","['C4', 'H5', 'S7', 'D10', 'D11']",0.01,0.05,0.4897959183673469,9.42857142857143,127942,2518390
73646374,100,2,"['C2', 'C3', 'S6', 'C8', 'D10']","['S7', 'S9', 'S10', 'C10', 'H12']",0.01,0.05,0.9280190362879238,57.56922035123783,263292,16746072
65308435,25,1,"['D6', 'H7', 'S11', 'H14', 'D14']","['S3', 'H9', 'D9', 'D11', 'C13']",0.01,0.05,0.6167800453514739,8.521541950113377,158608,2299352
16061368,100,2,"['S9', 'H11', 'S11', 'H13', 'H14']","['S4', 'D9', 'C11', 'S13', 'S14']",0.01,0.05,0.6667988631105823,37.22310847797378,192243,11212180
30851909,25,1,"['H4', 'D8', 'D9', 'H13', 'D13']","['H2', 'H6', 'S6', 'D11', 'S14']",0.01,0.05,0.7732426303854876,13.936507936507939,196392,3607008
62616247,100,2,"['C3', 'H4', 'C6', 'H7', 'S11']","['S5', 'D7', 'H8', 'S8', 'C10']",0.01,0.05,0.8904320800301084,66.5799889656438,253069,19196890
35465626,25,1,"['S4', 'H6', 'D6', 'H7', 'C10']","['H3', 'S3', 'H5', 'C5', 'C12']",0.01,0.05,0.7732426303854876,14.077097505668934,196392,3640959
80727150,100,2,"['S6', 'D6', 'S7', 'H9', 'C11']","['H4', 'D4', 'C8', 'C9', 'H10']",0.01,0.05,0.9122849615753499,73.17930019519214,259012,20991821
30060955,25,1,"['H2', 'C2', 'D4', 'H10', 'S13']","['C3', 'S6', 'C8', 'D8', 'C10']",0.01,0.05,0.7256235827664399,12.925170068027214,184892,3362781
43049425,100,2,"['D2', 'D5', 'S8', 'D10', 'H11']","['C2', 'S4', 'S5', 'D6', 'D7']",0.01,0.05,0.9267672169006409,74.54938413993395,262951,21364467
79421098,25,1,"['D5', 'H10', 'S11', 'C12', 'S13']","['C2', 'S3', 'D4', 'S6', 'D6']",0.01,0.05,0.9977324263038548,19.963718820861676,250604,5062514
51376706,100,2,"['D4', 'H5', 'S7', 'D9', 'S10']","['C2', 'S3', 'D5', 'S8', 'H10']",0.01,0.05,0.9280190362879238,74.80717799711591,263292,21434584
38158016,25,1,"['D3', 'D7', 'D12', 'S13', 'C14']","['C2', 'C5', 'D6', 'D8', 'D13']",0.01,0.05,0.8163265306122449,17.950113378684804,206796,4576250
41078866,100,2,"['S8', 'C9', 'H10', 'C10', 'H11']","['D4', 'D7', 'H9', 'D10', 'S13']",0.01,0.05,0.8826082088595898,59.04003259047025,250941,17146115
89907301,25,1,"['S3', 'S4', 'C6', 'D6', 'H14']","['C4', 'S5', 'D5', 'H6', 'S11']",0.01,0.05,0.5555555555555556,8.380952380952383,143823,2265401
57544237,100,2,"['H2', 'C7', 'H9', 'D12', 'C14']","['D4', 'D5', 'C6', 'S7', 'D8']",0.01,0.05,0.9507891992807435,84.46437643072295,269485,24061223
33560086,25,1,"['S2', 'S3', 'H5', 'H10', 'C14']","['H2', 'D2', 'H4', 'H6', 'C6']",0.01,0.05,0.8163265306122449,12.020408163265301,206796,3144291
16429456,100,2,"['S4', 'C5', 'H8', 'S11', 'D11']","['H5', 'H7', 'C7', 'S8', 'C8']",0.01,0.05,0.6559857335756036,37.594877252903956,189302,11313297
98027666,25,1,"['C2', 'D3', 'H5', 'C6', 'D10']","['H2', 'D5', 'S6', 'H10', 'C14']",0.01,0.05,0.6734693877551021,9.140589569161,172298,2448845
47354752,100,2,"['C4', 'H5', 'D5', 'S11', 'C13']","['C3', 'C5', 'H7', 'S7', 'D11']",0.01,0.05,0.7895311207965241,51.36481497219152,225625,15058550
86793553,25,1,"['D4', 'S5', 'H8', 'D11', 'C12']","['C3', 'D5', 'D7', 'H14', 'S14']",0.01,0.05,0.8163265306122449,7.020408163265305,206796,1936844
77379022,100,2,"['D3', 'S6', 'D8', 'D9', 'H14']","['H3', 'S4', 'C5', 'S9', 'H13']",0.01,0.05,0.9136554879734959,73.79520072950852,259385,21159339
75037967,25,1,"['S2', 'C2', 'D4', 'S9', 'S10']","['C4', 'D5', 'C10', 'H13', 'S13']",0.01,0.05,0.5555555555555556,8.399092970521542,143823,2269782
76508307,100,2,"['H6', 'C9', 'D11', 'C12', 'C13']","['D3', 'D8', 'D10', 'S13', 'D14']",0.01,0.05,0.9455013415241171,82.65610174269983,268047,23569395
68300157,25,1,"['H3', 'H7', 'C8', 'C13', 'C14']","['S2', 'D3', 'H5', 'H8', 'D12']",0.01,0.05,0.7732426303854876,15.043083900226758,196392,3874234
18999224,100,2,"['D2', 'S6', 'C7', 'D8', 'D12']","['H11', 'D11', 'S12', 'S13', 'C13']",0.01,0.05,0.9229470094601394,44.64998023798055,261912,13232198
56341898,25,1,"['D3', 'D5', 'S7', 'D12', 'H14']","['D2', 'H7', 'C10', 'H11', 'S13']",0.01,0.05,0.8163265306122449,17.90702947845805,206796,4565846
83258565,100,2,"['C2', 'S5', 'C7', 'S8', 'H13']","['S3', 'S4', 'S11', 'D11', 'H14']",0.01,0.05,0.9586886112763566,72.92715571257249,271633,20923241
94966192,25,1,"['C4', 'S6', 'H7', 'D10', 'D11']","['C7', 'H12', 'S12', 'S13', 'H14']",0.01,0.05,0.8163265306122449,7.020408163265305,206796,1936844
49982744,100,2,"['D8', 'H9', 'S9', 'D9', 'C13']","['C3', 'S5', 'S6', 'H8', 'C12']",0.01,0.05,0.9229470094601394,45.84280224086463,261912,13556631
51284431,25,1,"['S5', 'D6', 'S7', 'C10', 'H13']","['H3', 'D3', 'S6', 'D8', 'S9']",0.01,0.05,0.8163265306122449,17.31519274376417,206796,4422924
30884847,100,2,"['C3', 'S4', 'H8', 'D9', 'H12']","['D2', 'D7', 'S9', 'D12', 'D13']",0.01,0.05,0.9038351807111898,73.7831411763595,256714,21156059
22558343,25,1,"['D2', 'S5', 'C5', 'D10', 'D13']","['C2', 'S4', 'S7', 'S12', 'S14']",0.01,0.05,0.963718820861678,15.478458049886623,242390,3979372
36354409,100,2,"['H3', 'C5', 'S7', 'C9', 'S10']","['S5', 'H6', 'S6', 'C7', 'S9']",0.01,0.05,0.8468018577647201,54.22703525193544,241202,15837039
43676980,25,1,"['S3', 'S5', 'S6', 'H7', 'S10']","['S2', 'C3', 'D9', 'S11', 'D14']",0.01,0.05,0.9795918367346939,20.106575963718825,246223,5097013
64658081,100,2,"['S4', 'H8', 'S9', 'H10', 'C10']","['C4', 'S7', 'S10', 'S12', 'C12']",0.01,0.05,0.8841945661865778,45.03600464576075,251372,13337192
21450159,25,1,"['D2', 'C5', 'H6', 'D11', 'S13']","['H2', 'C3', 'S4', 'D10', 'D14']",0.01,0.05,0.8163265306122449,17.21315192743764,206796,4398282
83965757,100,2,"['C7', 'S8', 'C8', 'S12', 'H14']","['D2', 'D5', 'H7', 'D7', 'H9']",0.01,0.05,0.8904320800301084,65.97771275871041,253069,19033078
68253591,25,1,"['C2', 'S3', 'H5', 'D5', 'S9']","['C5', 'S6', 'C8', 'C10', 'S13']",0.01,0.05,0.8163265306122449,17.36961451247165,206796,4436066
13853566,100,2,"['H3', 'C4', 'D5', 'D6', 'C14']","['S11', 'C11', 'C12', 'H13', 'D13']",0.01,0.05,0.921652023887088,60.435595376361945,261560,17525691
24006960,25,1,"['D4', 'H11', 'C11', 'S12', 'D12']","['C2', 'C7', 'H9', 'C12', 'H13']",0.01,0.05,0.26530612244897966,4.244897959183675,73731,1266589
44250286,100,2,"['C2', 'D2', 'S6', 'C6', 'H11']","['S4', 'D6', 'H7', 'S7', 'S8']",0.01,0.05,0.9292600641287647,66.46519928613917,263629,19165669
57916685,25,1,"['S3', 'D3', 'D4', 'H13', 'C14']","['H5', 'D7', 'C8', 'C11', 'H12']",0.01,0.05,0.8163265306122449,20.40816326530611,206796,5169843
17605924,100,2,"['D2', 'S5', 'H7', 'S8', 'D9']","['H3', 'S4', 'C7', 'D8', 'D13']",0.01,0.05,0.8919644796248858,74.49759550855829,253485,21350381
80302531,25,1,"['H3', 'H4', 'S5', 'D11', 'C12']","['S4', 'D6', 'H8', 'D12', 'S13']",0.01,0.05,0.7732426303854876,14.98639455782313,196392,3860544
47891644,100,2,"['C9', 'S10', 'D10', 'H14', 'C14']","['H4', 'S4', 'C7', 'H8', 'S8']",0.01,0.05,0.8000528785775662,57.00422893726201,228487,16592401
37363705,25,1,"['H2', 'D4', 'D9', 'C13', 'H14']","['C4', 'H5', 'C9', 'S14', 'D14']",0.01,0.05,0.4897959183673469,3.7188208616780054,127942,1139547
78941353,100,2,"['S5', 'H9', 'S10', 'D10', 'S12']","['S3', 'C4', 'H7', 'D7', 'S13']",0.01,0.05,0.9163641661304617,72.10545499183218,260122,20699749
86561490,25,1,"['H6', 'H10', 'C11', 'D12', 'D14']","['H4', 'D5', 'S6', 'H8', 'S9']",0.01,0.05,0.9183673469387755,19.691609977324255,231438,4996803
92307473,100,2,"['S2', 'D2', 'H4', 'C8', 'S10']","['H6', 'H8', 'D8', 'S12', 'C12']",0.01,0.05,0.8504170258228216,47.49809596652468,242185,14006850
11222166,25,1,"['C2', 'H4', 'H5', 'H11', 'C14']","['C6', 'H8', 'D8', 'S9', 'H13']",0.01,0.05,0.8163265306122449,14.689342403628117,206796,3788809
52681099,100,2,"['S4', 'D4', 'H8', 'H9', 'C14']","['C3', 'D7', 'C8', 'D11', 'D12']",0.01,0.05,0.9518143961927424,77.66287478703553,269764,22211298
86043850,25,1,"['C5', 'D7', 'C9', 'D13', 'H14']","['D5', 'H6', 'D6', 'S9', 'D9']",0.01,0.05,0.6734693877551021,9.63265306122449,172298,2567673
42949109,100,2,"['D3', 'H6', 'H8', 'D10', 'C12']","['S2', 'H3', 'C8', 'C9', 'S12']",0.01,0.05,0.9023891134879493,63.548541050368186,256321,18372374
90224292,25,1,"['C3', 'C7', 'S10', 'C13', 'S14']","['S4', 'D5', 'H8', 'D8', 'C10']",0.01,0.05,0.7256235827664399,12.947845804988663,184892,3368257
90770611,100,2,"['S4', 'D4', 'C5', 'H9', 'S14']","['H4', 'C6', 'S10', 'D12', 'H13']",0.01,0.05,0.9455013415241171,79.32821544243308,268047,22664251
74559046,25,1,"['S4', 'C6', 'S10', 'D11', 'H13']","['H2', 'S2', 'C4', 'D9', 'S12']",0.01,0.05,0.8163265306122449,17.428571428571423,206796,4450304
77578407,100,2,"['D2', 'S8', 'H11', 'D11', 'D13']","['C4', 'H6', 'C6', 'S7', 'D7']",0.01,0.05,0.85751786338172,67.0173811344883,244116,19315855
86896705,25,1,"['C4', 'D4', 'S10', 'H14', 'D14']","['H4', 'D6', 'S8', 'D8', 'C11']",0.01,0.05,0.6167800453514739,8.861678004535147,158608,2381491
81722779,100,2,"['H5', 'S11', 'S13', 'D13', 'H14']","['S2', 'S6', 'C8', 'H10', 'D10']",0.01,0.05,0.8761548640872173,64.70979238413594,249185,18688220
60371765,25,1,"['H6', 'S6', 'C9', 'C14', 'D14']","['H4', 'C5', 'S9', 'D11', 'H14']",0.01,0.05,0.26530612244897966,2.1224489795918373,73731,754040
74974809,100,2,"['H3', 'D9', 'S10', 'D12', 'C14']","['D3', 'H6', 'C8', 'H9', 'S14']",0.01,0.05,0.9242312034867486,64.4073107331372,262262,18605948
38911463,25,1,"['H4', 'S8', 'S10', 'H11', 'D12']","['C7', 'D8', 'C10', 'D10', 'D13']",0.01,0.05,0.7256235827664399,12.811791383219957,184892,3335401
14046989,100,2,"['S2', 'S3', 'C10', 'H13', 'S13']","['D3', 'C4', 'C6', 'C7', 'C11']",0.01,0.05,0.9768507839384019,65.03242185234197,276573,18775971
58390464,25,1,"['C4', 'C5', 'S7', 'D7', 'H14']","['D2', 'H8', 'H9', 'C11', 'D13']",0.01,0.05,0.8163265306122449,18.6938775510204,206796,4755861
78727895,100,2,"['S2', 'C4', 'H5', 'H14', 'C14']","['D2', 'C5', 'S9', 'H13', 'S13']",0.01,0.05,0.8123228668822278,44.232336599125105,231824,13118604
30941070,25,1,"['C7', 'H8', 'C12', 'S13', 'D14']","['C3', 'S10', 'C10', 'C11', 'C14']",0.01,0.05,0.9183673469387755,14.244897959183678,231438,3681481
38689478,100,2,"['C7', 'S9', 'D10', 'C11', 'H14']","['S3', 'S8', 'S10', 'D13', 'S14']",0.01,0.05,0.9203462467675946,77.23472557771869,261205,22094847
44959769,25,1,"['S2', 'S4', 'D7', 'C8', 'H12']","['D2', 'D4', 'H6', 'S8', 'S10']",0.01,0.05,0.6167800453514739,11.476190476190478,158608,3012868
54377817,100,2,"['C5', 'S7', 'C9', 'D9', 'S14']","['S2', 'C2', 'C3', 'D7', 'C8']",0.01,0.05,0.8761548640872173,60.20038283011002,249185,17461716
74110409,25,1,"['H3', 'S3', 'S11', 'D11', 'S12']","['D2', 'S4', 'C4', 'C8', 'C9']",0.01,0.05,0.6167800453514739,10.045351473922901,158608,2667336
47722070,100,2,"['S6', 'D11', 'H12', 'C12', 'C13']","['D4', 'C7', 'S8', 'C8', 'S10']",0.01,0.05,0.8841945661865778,65.59513085424537,251372,18929021
76908847,25,1,"['H7', 'S8', 'S10', 'D11', 'S14']","['C2', 'S4', 'C6', 'D6', 'D14']",0.01,0.05,0.9433106575963719,18.131519274376416,237461,4620058
45499780,100,2,"['S4', 'C4', 'D6', 'H8', 'C10']","['H4', 'S5', 'S11', 'D11', 'C13']",0.01,0.05,0.9465804961683265,61.041422002074654,268340,17690468
40648461,25,1,"['H5', 'S7', 'D8', 'C11', 'D13']","['S3', 'C4', 'S5', 'S12', 'S13']",0.01,0.05,0.7732426303854876,14.634920634920634,196392,3775667
84784724,100,2,"['D2', 'D6', 'S7', 'D9', 'D12']","['H7', 'C10', 'S12', 'S13', 'D13']",0.01,0.05,0.9255046059669159,55.95594890742337,262608,16307282
97823125,25,1,"['H4', 'S10', 'S11', 'D11', 'C12']","['S2', 'S6', 'C8', 'S12', 'S13']",0.01,0.05,0.8163265306122449,11.52154195011338,206796,3023820
13155143,100,2,"['C5', 'C9', 'C10', 'D11', 'C12']","['H2', 'D4', 'D7', 'D9', 'H11']",0.01,0.05,0.9341162600277073,71.62313761514916,264950,20568564
25174277,25,1,"['D6', 'S7', 'S10', 'C10', 'C14']","['H3', 'S5', 'C5', 'S9', 'D12']",0.01,0.05,0.7732426303854876,14.87528344671202,196392,3833712
69584195,100,2,"['D3', 'S4', 'H5', 'D7', 'D10']","['S2', 'H3', 'C3', 'H7', 'D8']",0.01,0.05,0.9163641661304617,69.22120916579998,260122,19915269
25901473,25,1,"['S4', 'D4', 'H7', 'C11', 'C12']","['S3', 'C4', 'D7', 'D9', 'S14']",0.01,0.05,0.6167800453514739,11.845804988662135,158608,3102126
48080477,100,2,"['C3', 'H4', 'D7', 'D8', 'C14']","['S3', 'C8', 'S9', 'H11', 'C11']",0.01,0.05,0.8712015442702958,57.47018632953875,247838,16719136
35976030,25,1,"['S2', 'D7', 'S8', 'H9', 'H11']","['S3', 'S4', 'D4', 'C9', 'S14']",0.01,0.05,0.9183673469387755,16.82086167800453,231438,4303548
76692753,100,2,"['D5', 'D8', 'D10', 'H12', 'S13']","['C2', 'H5', 'C7', 'S10', 'D11']",0.01,0.05,0.8904320800301084,71.64235196358926,253069,20573790
78202328,25,1,"['D2', 'H6', 'D6', 'D7', 'D10']","['C4', 'S5', 'C9', 'D9', 'S12']",0.01,0.05,0.9909297052154195,14.712018140589572,248961,3794285
88091546,100,2,"['H2', 'D2', 'D6', 'H12', 'D12']","['C4', 'D4', 'D5', 'S10', 'D11']",0.01,0.05,0.9163641661304617,64.76577083341773,260122,18703445
30016400,25,1,"['D3', 'H6', 'H10', 'H11', 'S11']","['S4', 'D4', 'C6', 'H7', 'C10']",0.01,0.05,0.5555555555555556,7.079365079365079,143823,1951082
62321820,100,2,"['D3', 'S9', 'C10', 'H12', 'C13']","['C3', 'D8', 'C11', 'D11', 'C14']",0.01,0.05,0.9317097451711202,70.82096419769572,264296,20350383
99702992,25,1,"['S5', 'C5', 'H7', 'C14', 'D14']","['H5', 'S9', 'S10', 'D11', 'H13']",0.01,0.05,0.9433106575963719,8.308390022675736,237461,2247878
50361959,100,2,"['C2', 'H4', 'D4', 'S5', 'S14']","['C5', 'S9', 'S10', 'H12', 'H13']",0.01,0.05,0.9497532108223024,82.88576743408052,269203,23631861
50935185,25,1,"['C2', 'D2', 'S7', 'H9', 'S14']","['S6', 'S9', 'C9', 'D9', 'C11']",0.01,0.05,0.6167800453514739,5.95918367346939,158608,1680570
26836524,100,2,"['H3', 'C3', 'D3', 'H6', 'C13']","['H4', 'C7', 'D7', 'C8', 'C9']",0.01,0.05,0.9567785075561059,71.96641670747225,271114,20661932
18305447,25,1,"['S2', 'C3', 'H5', 'C7', 'C8']","['C2', 'S4', 'D6', 'D7', 'S9']",0.01,0.05,0.7732426303854876,14.929705215419501,196392,3846854
64337102,100,2,"['C3', 'H6', 'S6', 'H7', 'C13']","['C6', 'S11', 'D13', 'S14', 'C14']",0.01,0.05,0.8486148375669919,50.69603046453561,241695,14876649
31474714,25,1,"['C3', 'C5', 'D8', 'D11', 'S12']","['S4', 'D5', 'H6', 'H7', 'H10']",0.01,0.05,0.963718820861678,19.12018140589569,242390,4858809
33830950,100,2,"['D2', 'H8', 'S8', 'H10', 'C12']","['H5', 'S5', 'C6', 'H12', 'H14']",0.01,0.05,0.8592660939053393,65.1207452641973,244592,18799994
20951476,25,1,"['S8', 'H9', 'D10', 'S13', 'C14']","['S2', 'S9', 'D9', 'C12', 'D13']",0.01,0.05,0.6167800453514739,11.845804988662133,158608,3102126
10592703,100,2,"['C5', 'C8', 'C9', 'H10', 'H13']","['D5', 'S6', 'C7', 'D11', 'C13']",0.01,0.05,0.960555548810839,76.07785021603321,272141,21780191
37873643,25,1,"['S2', 'C5', 'D5', 'H8', 'C9']","['S3', 'D4', 'S9', 'H10', 'C11']",0.01,0.05,0.7256235827664399,12.947845804988667,184892,3368257
11109725,100,2,"['H4', 'S6', 'H8', 'S8', 'S12']","['H2', 'C4', 'H11', 'S14', 'D14']",0.01,0.05,0.9341162600277073,57.87418945369144,264950,16829020
11146005,25,1,"['S9', 'H11', 'S11', 'C11', 'D12']","['C2', 'S8', 'C8', 'S12', 'D14']",0.01,0.05,0.6167800453514739,5.95918367346939,158608,1680570
44962135,100,2,"['D4', 'S8', 'D10', 'D11', 'H14']","['D2', 'C6', 'D7', 'C11', 'C14']",0.01,0.05,0.9242312034867486,76.2118650355244,262262,21816642
65247191,25,1,"['H4', 'S5', 'D10', 'S13', 'D13']","['S2', 'C2', 'D2', 'S4', 'C8']",0.01,0.05,0.6167800453514739,8.326530612244897,158608,2252259
33048750,100,2,"['S5', 'H8', 'D8', 'D12', 'C13']","['D4', 'H6', 'H7', 'S7', 'D14']",0.01,0.05,0.9081086331022593,71.20504073134313,257876,20454847
33560422,25,1,"['D4', 'D6', 'H8', 'H12', 'D14']","['H5', 'D8', 'D12', 'S13', 'S14']",0.01,0.05,0.6167800453514739,11.827664399092972,158608,3097745
62821887,100,2,"['C8', 'H10', 'D11', 'C13', 'S14']","['S2', 'S6', 'S8', 'S10', 'C12']",0.01,0.05,0.8810110599861598,74.34611457115075,250506,21309180
70352478,25,1,"['D3', 'C5', 'H8', 'C12', 'D13']","['H7', 'C7', 'C9', 'H11', 'S14']",0.01,0.05,0.8163265306122449,16.612244897959187,206796,4253170
16692403,100,2,"['H4', 'D5', 'H7', 'C9', 'S10']","['D2', 'H3', 'C11', 'C12', 'D14']",0.01,0.05,0.9497532108223024,89.12955116609402,269203,25330093
60380073,100,3,"['S4', 'S5', 'D5', 'H7', 'C12']","['H5', 'S8', 'C8', 'C9', 'D11']",0.01,0.05,0.9290436632713763,66.83753156527334,263570,19266938
60042936,100,3,"['S3', 'D3', 'C5', 'D9', 'D12']","['C7', 'S9', 'S13', 'H14', 'D14']",0.01,0.05,0.8967956391360827,67.94712658888662,254799,19568735
27391725,100,3,"['D3', 'H4', 'D4', 'D13', 'S14']","['H2', 'C6', 'D7', 'H10', 'C13']",0.01,0.05,0.9171683521713266,78.11032802844515,260341,22333000
12273465,100,3,"['C3', 'C6', 'S9', 'S14', 'D14']","['C2', 'H3', 'H10', 'S13', 'C13']",0.01,0.05,0.9114574657941701,66.4604943076279,258787,19164389
51550839,100,3,"['S5', 'D6', 'C8', 'H12', 'C12']","['C2', 'D5', 'S8', 'D8', 'H9']",0.01,0.05,0.8832837293156406,55.94858544324929,251124,16305279
